Season,Team,Level,Age,G,AB,PA,1B,2B,3B,HR,H,AVG,R,RBI,BB,IBB,SO,HBP,SF,BB%,K%,BB/K,OBP,SLG,OPS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,wOBA,wRAA,wRC,Bat,Fld,RAR,WAR,wRC+,WPA
2022,NYY,MLB,30,150,548,667,84,28,0,60,172,0.314,128,128,105,18,167,5,5,0.157,0.250,0.63,0.425,0.693,1.119,0.344,0.84,0.194,0.368,0.438,0.041,0.355,0.461,80,157,81.8,3.2,104.1,10.9,208,7.35
